model,objective,seed,scenario_index,repeat_index,run_number,success,goal_pursuit,social_adaptation,world_grounding,strategic_sophistication,total,goal_pursuit_bf,strategic_sophistication_bf,total_bf,cluster,turn_first_talk,turn_first_captain_talk,turn_captain_trust_70,turn_first_probe,turns_used
deepseek_r1,gain_watch_trust,20260690,9,4,39,0,3.9556,3.1143,4.7238,3.5948,3.85,3.9556,3.5948,3.8471,tier_2,6,29,32,6,50
deepseek_r1,gain_watch_trust,20260690,9,5,49,0,4.0889,3.2,4.5905,3.5033,3.85,4.0889,3.5033,3.8457,tier_2,8,8,14,8,50
deepseek_r1,identify_marked_contact,20260302,2,1,2,0,2.0,2.92,4.8,3.54,3.31,2.0,3.54,3.315,tier_2,8,,,8,50
deepseek_r1,identify_marked_contact,20260302,2,2,12,1,5.0,3.2,4.3905,4.2061,4.2,4.6,3.6061,3.9491,tier_2,6,,,6,33
deepseek_r1,identify_marked_contact,20260302,2,3,22,1,5.0,3.86,4.7238,4.8362,4.61,4.6,4.2362,4.355,tier_2,7,42,,22,46
deepseek_r1,identify_marked_contact,20260302,2,4,32,1,5.0,3.9,4.6449,5.0,4.64,5.0,4.5603,4.5263,tier_2,11,,,11,47
deepseek_r1,identify_marked_contact,20260302,2,5,42,0,2.8,4.06,4.7333,4.06,3.91,2.8,4.06,3.9133,tier_2,20,20,,20,50
deepseek_r1,identify_marked_contact,20260399,4,1,4,0,4.1,3.4,4.7238,3.7367,3.99,4.1,3.7367,3.9901,tier_2,17,,,17,50
deepseek_r1,identify_marked_contact,20260399,4,2,14,1,5.0,3.7,4.8667,5.0,4.64,5.0,4.5262,4.5232,tier_2,8,20,,8,35
deepseek_r1,identify_marked_contact,20260399,4,3,24,0,2.1636,3.9,4.7333,3.7333,3.63,2.1636,3.7333,3.6326,tier_2,6,39,,6,50
deepseek_r1,identify_marked_contact,20260399,4,4,34,1,5.0,3.6,4.5905,4.6867,4.47,5.0,4.0867,4.3193,tier_2,6,,,6,25
deepseek_r1,identify_marked_contact,20260399,4,5,44,0,3.5875,3.0333,4.5905,4.0311,3.81,3.5875,4.0311,3.8106,tier_2,21,47,,21,50
deepseek_r1,identify_marked_contact,20260496,6,1,6,0,2.8,3.0,4.6667,3.7517,3.55,2.8,3.7517,3.5546,tier_2,7,,,7,50
deepseek_r1,identify_marked_contact,20260496,6,2,16,0,4.4,2.7333,4.8,3.9,3.96,4.4,3.9,3.9583,tier_2,6,,,6,50
deepseek_r1,identify_marked_contact,20260496,6,3,26,0,2.0,3.5,4.7905,3.9033,3.55,2.0,3.9033,3.5485,tier_2,16,37,,16,50
deepseek_r1,identify_marked_contact,20260496,6,4,36,1,5.0,3.7,4.5905,4.7818,4.52,4.6,4.1818,4.2681,tier_2,27,44,,27,44
deepseek_r1,identify_marked_contact,20260496,6,5,46,0,3.7391,2.8,4.6667,3.71,3.73,3.7391,3.71,3.7289,tier_2,15,,,15,50
deepseek_r1,identify_marked_contact,20260593,8,1,8,0,4.0182,3.46,4.6571,4.33,4.12,4.0182,4.33,4.1163,tier_2,6,21,28,6,50
deepseek_r1,identify_marked_contact,20260593,8,2,18,1,5.0,3.1,4.3905,4.1298,4.16,4.6,3.5298,3.9051,tier_2,11,,,11,21
deepseek_r1,identify_marked_contact,20260593,8,3,28,1,5.0,3.4,4.6667,4.6064,4.42,5.0,4.0064,4.2683,tier_2,14,,,14,26
deepseek_r1,identify_marked_contact,20260593,8,4,38,1,5.0,3.4,4.5333,4.1897,4.28,4.6,3.5897,4.0308,tier_2,6,,,6,26
deepseek_r1,identify_marked_contact,20260593,8,5,48,0,4.15,3.5615,4.6667,4.0105,4.1,4.15,4.0105,4.0972,tier_2,6,44,,6,50
deepseek_r1,identify_marked_contact,20260690,10,1,10,1,5.0,3.7,4.8,4.9696,4.62,5.0,4.3696,4.4674,tier_2,5,46,,5,46
deepseek_r1,identify_marked_contact,20260690,10,2,20,0,2.0,3.4,4.6667,3.4233,3.37,2.0,3.4233,3.3725,tier_2,7,,,7,50
deepseek_r1,identify_marked_contact,20260690,10,3,30,0,3.4923,3.45,4.5905,4.17,3.93,3.4923,4.17,3.9257,tier_2,14,30,,14,50
deepseek_r1,identify_marked_contact,20260690,10,4,40,0,2.0,3.4,4.6667,3.3689,3.36,2.0,3.3689,3.3589,tier_2,16,16,,16,50
deepseek_r1,identify_marked_contact,20260690,10,5,50,0,4.57,3.4,4.7238,4.045,4.18,4.57,4.045,4.1847,tier_2,7,,,7,50
deepseek_v3_2,gain_watch_trust,20260302,1,1,1,0,3.8222,3.0526,4.2476,3.1193,3.56,3.8222,3.1193,3.5604,tier_1,5,12,19,5,50
deepseek_v3_2,gain_watch_trust,20260302,1,2,11,0,4.0,2.8143,4.3905,2.9367,3.54,4.0,2.9367,3.5354,tier_1,6,6,17,6,50
deepseek_v3_2,gain_watch_trust,20260302,1,3,21,0,4.4,2.6143,4.3905,2.9167,3.58,4.4,2.9167,3.5804,tier_1,6,6,16,6,50
deepseek_v3_2,gain_watch_trust,20260302,1,4,31,0,4.4,2.596,4.2476,2.9367,3.55,4.4,2.9367,3.5451,tier_1,5,5,11,7,50
deepseek_v3_2,gain_watch_trust,20260302,1,5,41,0,4.1778,2.6263,4.2476,2.8967,3.49,4.1778,2.8967,3.4871,tier_1,7,7,20,7,50
deepseek_v3_2,gain_watch_trust,20260399,3,1,3,0,4.0,2.9895,4.3905,3.173,3.64,4.0,3.173,3.6382,tier_1,5,15,22,5,50
deepseek_v3_2,gain_watch_trust,20260399,3,2,13,0,4.1778,2.9714,4.3238,3.0671,3.64,4.1778,3.0671,3.635,tier_1,6,11,17,6,50
deepseek_v3_2,gain_watch_trust,20260399,3,3,23,0,4.4,2.95,4.3905,3.1875,3.73,4.4,3.1875,3.732,tier_1,5,11,16,5,50
deepseek_v3_2,gain_watch_trust,20260399,3,4,33,0,4.4,2.5828,4.181,2.8933,3.51,4.4,2.8933,3.5143,tier_1,6,6,13,6,50
deepseek_v3_2,gain_watch_trust,20260399,3,5,43,1,4.3889,3.1273,4.0923,3.8945,3.88,3.5889,3.2945,3.5257,tier_1,5,10,22,5,34
deepseek_v3_2,gain_watch_trust,20260496,5,1,5,0,2.9333,3.72,4.5798,4.0933,3.83,2.9333,4.0933,3.8316,tier_1,7,7,,7,50
deepseek_v3_2,gain_watch_trust,20260496,5,2,15,0,2.7556,3.9385,4.5905,3.7067,3.75,2.7556,3.7067,3.7478,tier_1,4,46,,4,50
deepseek_v3_2,gain_watch_trust,20260496,5,3,25,0,4.4,2.5889,4.1036,2.9767,3.52,4.4,2.9767,3.5173,tier_1,7,7,16,8,50
deepseek_v3_2,gain_watch_trust,20260496,5,4,35,0,4.4,2.8,4.1036,3.2283,3.63,4.4,3.2283,3.633,tier_1,5,10,17,5,50
deepseek_v3_2,gain_watch_trust,20260496,5,5,45,0,4.4,2.95,4.3143,3.3108,3.74,4.4,3.3108,3.7438,tier_1,5,10,20,5,50
deepseek_v3_2,gain_watch_trust,20260593,7,1,7,0,4.3556,2.62,4.2465,2.9367,3.54,4.3556,2.9367,3.5397,tier_1,7,7,15,7,50
deepseek_v3_2,gain_watch_trust,20260593,7,2,17,0,4.4,2.6043,4.3905,2.9567,3.59,4.4,2.9567,3.5879,tier_1,5,5,14,5,50
deepseek_v3_2,gain_watch_trust,20260593,7,3,27,0,3.7778,2.25,4.2476,2.8967,3.29,3.7778,2.8967,3.293,tier_1,6,6,17,6,50
deepseek_v3_2,gain_watch_trust,20260593,7,4,37,0,4.3111,2.8286,4.2465,3.1943,3.65,4.3111,3.1943,3.6451,tier_1,4,14,31,4,50
deepseek_v3_2,gain_watch_trust,20260593,7,5,47,0,4.3556,2.7636,4.181,3.0661,3.59,4.3556,3.0661,3.5916,tier_1,5,11,17,5,50
deepseek_v3_2,gain_watch_trust,20260690,9,1,9,0,4.4,2.6043,4.1798,2.8533,3.51,4.4,2.8533,3.5094,tier_1,6,6,13,10,50
deepseek_v3_2,gain_watch_trust,20260690,9,2,19,1,4.3889,2.6,4.181,3.5917,3.69,3.5889,2.9917,3.3404,tier_1,6,6,18,6,24
deepseek_v3_2,gain_watch_trust,20260690,9,3,29,0,4.4,2.6043,4.181,2.8333,3.5,4.4,2.8333,3.5047,tier_1,7,7,17,7,50
deepseek_v3_2,gain_watch_trust,20260690,9,4,39,0,4.4,2.944,4.1036,3.1867,3.66,4.4,3.1867,3.6586,tier_1,5,14,24,5,50
deepseek_v3_2,gain_watch_trust,20260690,9,5,49,0,4.1333,2.6091,4.3905,2.9167,3.51,4.1333,2.9167,3.5124,tier_1,9,9,26,11,50
deepseek_v3_2,identify_marked_contact,20260302,2,1,2,0,2.0,2.6,4.3798,3.3767,3.09,2.0,3.3767,3.0891,tier_1,7,24,,7,50
deepseek_v3_2,identify_marked_contact,20260302,2,2,12,0,2.0,2.7333,4.4476,3.4989,3.17,2.0,3.4989,3.17,tier_1,8,8,,8,50
deepseek_v3_2,identify_marked_contact,20260302,2,3,22,1,5.0,3.4,4.3048,4.6,4.33,4.6,4.0,4.0762,tier_1,5,,,5,26
deepseek_v3_2,identify_marked_contact,20260302,2,4,32,1,5.0,3.4,4.5143,4.7905,4.43,4.6,4.1905,4.1762,tier_1,5,19,,5,49
deepseek_v3_2,identify_marked_contact,20260302,2,5,42,0,2.0,2.8857,4.5143,3.5714,3.24,2.0,3.5714,3.2429,tier_1,7,7,,7,50
deepseek_v3_2,identify_marked_contact,20260399,4,1,4,1,5.0,3.4,3.981,4.1952,4.14,4.6,3.5952,3.894,tier_1,6,13,,6,14
deepseek_v3_2,identify_marked_contact,20260399,4,2,14,1,5.0,3.16,4.3048,4.55,4.25,4.6,3.95,4.0037,tier_1,5,,,5,29
deepseek_v3_2,identify_marked_contact,20260399,4,3,24,0,2.0,2.8,4.381,3.4417,3.16,2.0,3.4417,3.1557,tier_1,6,22,,6,50
deepseek_v3_2,identify_marked_contact,20260399,4,4,34,0,2.0,2.8,4.381,3.4008,3.15,2.0,3.4008,3.1454,tier_1,5,17,,5,50
deepseek_v3_2,identify_marked_contact,20260399,4,5,44,0,2.0,2.0714,4.2465,2.8767,2.8,2.0,2.8767,2.7986,tier_1,7,7,,7,50
deepseek_v3_2,identify_marked_contact,20260496,6,1,6,0,2.0,3.4,4.3131,3.3367,3.26,2.0,3.3367,3.2625,tier_1,6,22,,6,50
deepseek_v3_2,identify_marked_contact,20260496,6,2,16,1,5.0,2.5,3.8381,3.6952,3.76,4.6,3.0952,3.5083,tier_1,5,,,5,14
deepseek_v3_2,identify_marked_contact,20260496,6,3,26,0,4.3,3.1545,4.4476,4.0673,3.99,4.3,4.0673,3.9924,tier_1,5,15,,5,50
deepseek_v3_2,identify_marked_contact,20260496,6,4,36,0,2.0,2.7429,4.3143,3.2329,3.07,2.0,3.2329,3.0725,tier_1,6,12,,6,50
deepseek_v3_2,identify_marked_contact,20260496,6,5,46,0,2.0,3.3692,4.381,3.4072,3.29,2.0,3.4072,3.2893,tier_1,5,21,,5,50
deepseek_v3_2,identify_marked_contact,20260593,8,1,8,0,2.0,2.6,4.4571,3.2367,3.07,2.0,3.2367,3.0735,tier_1,5,19,,5,50
deepseek_v3_2,identify_marked_contact,20260593,8,2,18,1,5.0,3.1,4.4476,4.475,4.26,4.6,3.875,4.0057,tier_1,6,,,6,29
deepseek_v3_2,identify_marked_contact,20260593,8,3,28,0,2.0,2.88,4.4476,3.4167,3.19,2.0,3.4167,3.1861,tier_1,6,22,,6,50
deepseek_v3_2,identify_marked_contact,20260593,8,4,38,1,5.0,2.5,3.7381,3.6897,3.73,4.6,3.0897,3.482,tier_1,4,,,4,13
deepseek_v3_2,identify_marked_contact,20260593,8,5,48,0,2.0,3.0364,4.4465,3.513,3.25,2.0,3.513,3.249,tier_1,8,8,,9,50
deepseek_v3_2,identify_marked_contact,20260690,10,1,10,1,5.0,3.16,4.4389,4.4711,4.27,4.6,3.8711,4.0175,tier_1,7,7,,7,38
deepseek_v3_2,identify_marked_contact,20260690,10,2,20,0,2.0,3.3692,4.381,3.4056,3.29,2.0,3.4056,3.289,tier_1,7,7,,7,50
deepseek_v3_2,identify_marked_contact,20260690,10,3,30,1,5.0,2.98,4.3048,4.7925,4.27,4.6,4.1925,4.0193,tier_1,6,18,,6,49
deepseek_v3_2,identify_marked_contact,20260690,10,4,40,0,2.0,3.58,4.381,3.7767,3.43,2.0,3.7767,3.4344,tier_1,8,8,,8,50
deepseek_v3_2,identify_marked_contact,20260690,10,5,50,1,5.0,3.2,4.4476,4.6,4.31,4.6,4.0,4.0619,tier_1,7,7,,7,31
gemini_3_1_pro,gain_watch_trust,20260302,1,1,1,0,4.0,2.54,4.581,3.1533,3.57,4.0,3.1533,3.5686,tier_2,10,10,16,10,50
gemini_3_1_pro,gain_watch_trust,20260302,1,2,11,0,4.3111,2.4263,4.4476,3.1267,3.58,4.3111,3.1267,3.5779,tier_2,4,4,12,4,50
gemini_3_1_pro,gain_watch_trust,20260302,1,3,21,0,3.8222,2.46,4.5143,3.15,3.49,3.8222,3.15,3.4866,tier_2,4,4,13,4,50
gemini_3_1_pro,gain_watch_trust,20260302,1,4,31,1,4.7333,2.7,4.181,3.7867,3.85,3.9333,3.1867,3.5002,tier_2,6,6,14,6,15
gemini_3_1_pro,gain_watch_trust,20260302,1,5,41,1,4.3889,2.7,4.181,3.5778,3.71,3.5889,2.9778,3.3619,tier_2,4,4,12,4,18
gemini_3_1_pro,gain_watch_trust,20260399,3,1,3,0,3.7778,2.6769,4.581,3.4818,3.63,3.7778,3.4818,3.6294,tier_2,4,4,11,4,50
gemini_3_1_pro,gain_watch_trust,20260399,3,2,13,1,4.6889,2.85,4.3143,4.1401,4.0,3.8889,3.5401,3.6483,tier_2,5,5,20,5,29
gemini_3_1_pro,gain_watch_trust,20260399,3,3,23,0,4.2667,2.5714,4.381,3.3371,3.64,4.2667,3.3371,3.639,tier_2,4,4,22,4,50
gemini_3_1_pro,gain_watch_trust,20260399,3,4,33,0,3.6889,2.2714,4.381,2.9433,3.32,3.6889,2.9433,3.3212,tier_2,4,4,16,4,50
gemini_3_1_pro,gain_watch_trust,20260399,3,5,43,0,4.3556,2.46,4.5143,3.21,3.63,4.3556,3.21,3.635,tier_2,11,11,21,11,50
gemini_3_1_pro,gain_watch_trust,20260496,5,1,5,1,4.6556,2.34,4.2476,3.6876,3.73,3.8556,3.0876,3.3827,tier_2,4,4,15,4,31
gemini_3_1_pro,gain_watch_trust,20260496,5,2,15,0,3.5556,2.8,4.581,3.5467,3.62,3.5556,3.5467,3.6208,tier_2,4,11,19,4,50
gemini_3_1_pro,gain_watch_trust,20260496,5,3,25,0,4.4,2.45,4.4476,3.0867,3.6,4.4,3.0867,3.5961,tier_2,10,10,13,10,50
gemini_3_1_pro,gain_watch_trust,20260496,5,4,35,0,4.0889,3.0364,4.5143,3.4509,3.77,4.0889,3.4509,3.7726,tier_2,4,11,15,4,50
gemini_3_1_pro,gain_watch_trust,20260496,5,5,45,1,4.5667,2.5667,3.9714,3.63,3.68,3.7667,3.03,3.3337,tier_2,4,4,11,4,15
gemini_3_1_pro,gain_watch_trust,20260593,7,1,7,0,3.9111,2.8769,4.581,3.5418,3.73,3.9111,3.5418,3.7277,tier_2,5,5,12,5,50
gemini_3_1_pro,gain_watch_trust,20260593,7,2,17,0,4.2222,2.8769,4.4476,3.2951,3.71,4.2222,3.2951,3.7105,tier_2,5,5,10,5,50
gemini_3_1_pro,gain_watch_trust,20260593,7,3,27,0,4.2222,2.3,4.6476,3.3367,3.63,4.2222,3.3367,3.6266,tier_2,5,5,10,5,50
gemini_3_1_pro,gain_watch_trust,20260593,7,4,37,0,3.9556,2.6,4.6476,3.2567,3.61,3.9556,3.2567,3.615,tier_2,23,23,29,23,50
gemini_3_1_pro,gain_watch_trust,20260593,7,5,47,0,3.6,2.6769,4.581,3.4818,3.58,3.6,3.4818,3.5849,tier_2,4,4,15,4,50
gemini_3_1_pro,gain_watch_trust,20260690,9,1,9,0,4.3556,2.06,4.5143,3.17,3.52,4.3556,3.17,3.525,tier_2,13,13,20,13,50
gemini_3_1_pro,gain_watch_trust,20260690,9,2,19,0,4.4,2.4043,4.3143,2.998,3.53,4.4,2.998,3.5291,tier_2,6,6,13,6,50
gemini_3_1_pro,gain_watch_trust,20260690,9,3,29,0,3.7333,2.0333,4.381,2.9633,3.28,3.7333,2.9633,3.2777,tier_2,7,7,13,7,50
gemini_3_1_pro,gain_watch_trust,20260690,9,4,39,0,3.8667,2.5182,4.5143,3.13,3.51,3.8667,3.13,3.5073,tier_2,6,6,13,6,50
gemini_3_1_pro,gain_watch_trust,20260690,9,5,49,0,4.0444,2.6769,4.4476,3.3351,3.63,4.0444,3.3351,3.626,tier_2,7,7,12,7,50
gemini_3_1_pro,identify_marked_contact,20260302,2,1,2,1,5.0,3.7,4.4381,4.8222,4.49,4.6,4.2222,4.2401,tier_2,5,20,,6,36
gemini_3_1_pro,identify_marked_contact,20260302,2,2,12,1,5.0,3.4,4.2381,4.4297,4.27,4.6,3.8297,4.017,tier_2,5,,,5,23
gemini_3_1_pro,identify_marked_contact,20260302,2,3,22,1,5.0,3.7,4.4381,4.9167,4.51,4.6,4.3167,4.2637,tier_2,5,30,,5,30
gemini_3_1_pro,identify_marked_contact,20260302,2,4,32,1,5.0,3.5571,4.5048,4.8351,4.47,4.6,4.2351,4.2243,tier_2,5,34,,5,48
gemini_3_1_pro,identify_marked_contact,20260302,2,5,42,1,5.0,3.7,4.4381,4.9561,4.52,4.6,4.3561,4.2735,tier_2,5,,,5,33
gemini_3_1_pro,identify_marked_contact,20260399,4,1,4,1,5.0,3.1,4.1714,4.1655,4.11,4.6,3.5655,3.8592,tier_2,5,21,,5,21
gemini_3_1_pro,identify_marked_contact,20260399,4,2,14,1,5.0,3.1,4.1048,4.1197,4.08,4.6,3.5197,3.8311,tier_2,5,,,5,19
gemini_3_1_pro,identify_marked_contact,20260399,4,3,24,0,2.0,3.3,4.5048,3.7833,3.4,2.0,3.7833,3.397,tier_2,5,43,,5,50
gemini_3_1_pro,identify_marked_contact,20260399,4,4,34,1,5.0,3.9,4.3714,4.8083,4.52,4.6,4.2083,4.2699,tier_2,5,,,5,32
gemini_3_1_pro,identify_marked_contact,20260399,4,5,44,1,5.0,3.7,4.3714,4.8708,4.49,4.6,4.2708,4.2356,tier_2,5,,,5,32
gemini_3_1_pro,identify_marked_contact,20260496,6,1,6,1,5.0,3.7,4.3714,4.8,4.47,4.6,4.2,4.2179,tier_2,5,,,5,30
gemini_3_1_pro,identify_marked_contact,20260496,6,2,16,1,5.0,4.0,4.2381,4.9397,4.54,4.6,4.3397,4.2945,tier_2,5,26,,5,26
gemini_3_1_pro,identify_marked_contact,20260496,6,3,26,0,2.0,2.8857,4.3714,3.3143,3.14,2.0,3.3143,3.1429,tier_2,5,20,,5,50
gemini_3_1_pro,identify_marked_contact,20260496,6,4,36,1,5.0,3.7,4.3714,4.7619,4.46,4.6,4.1619,4.2083,tier_2,5,,,5,35
gemini_3_1_pro,identify_marked_contact,20260496,6,5,46,1,5.0,3.46,4.3714,4.6508,4.37,4.6,4.0508,4.1206,tier_2,5,,,6,43
gemini_3_1_pro,identify_marked_contact,20260593,8,1,8,1,5.0,3.16,4.3048,4.425,4.22,4.6,3.825,3.9724,tier_2,5,,,5,24
gemini_3_1_pro,identify_marked_contact,20260593,8,2,18,0,4.3,3.3571,4.5048,4.24,4.1,4.3,4.24,4.1005,tier_2,5,33,,5,50
gemini_3_1_pro,identify_marked_contact,20260593,8,3,28,1,5.0,3.1667,4.4381,4.7389,4.34,4.6,4.1389,4.0859,tier_2,5,41,,5,48
gemini_3_1_pro,identify_marked_contact,20260593,8,4,38,1,5.0,2.5,4.1714,3.6741,3.84,4.6,3.0741,3.5864,tier_2,5,,,5,27
gemini_3_1_pro,identify_marked_contact,20260593,8,5,48,1,5.0,3.7,4.3714,4.6333,4.43,4.6,4.0333,4.1762,tier_2,5,,,5,40
gemini_3_1_pro,identify_marked_contact,20260690,10,1,10,1,5.0,3.0,4.3714,4.5833,4.24,4.6,3.9833,3.9887,tier_2,5,,,5,30
gemini_3_1_pro,identify_marked_contact,20260690,10,2,20,0,2.0,3.25,4.5048,3.9267,3.42,2.0,3.9267,3.4204,tier_2,6,6,,6,50
gemini_3_1_pro,identify_marked_contact,20260690,10,3,30,0,4.3,3.9,4.7905,4.26,4.31,4.3,4.26,4.3126,tier_2,6,43,,6,50
gemini_3_1_pro,identify_marked_contact,20260690,10,4,40,1,5.0,3.9,4.3714,4.6333,4.48,4.6,4.0333,4.2262,tier_2,5,,,5,40
gemini_3_1_pro,identify_marked_contact,20260690,10,5,50,0,3.7,3.25,4.5048,4.2175,3.92,3.7,4.2175,3.9181,tier_2,6,39,,6,50
gpt_5_2,gain_watch_trust,20260302,1,1,1,0,3.0222,3.2857,4.7905,3.4095,3.63,3.0222,3.4095,3.627,tier_2,6,6,,6,50
gpt_5_2,gain_watch_trust,20260302,1,2,11,0,3.4222,2.4429,4.5905,2.8667,3.33,3.4222,2.8667,3.3306,tier_2,5,5,22,5,50
gpt_5_2,gain_watch_trust,20260302,1,3,21,0,3.4667,2.9333,4.6571,3.4911,3.64,3.4667,3.4911,3.6371,tier_2,6,6,18,6,50
gpt_5_2,gain_watch_trust,20260302,1,4,31,0,4.0,2.7182,4.4571,2.84,3.5,4.0,2.84,3.5038,tier_2,5,5,19,5,50
gpt_5_2,gain_watch_trust,20260302,1,5,41,0,3.2,2.58,4.8,2.93,3.38,3.2,2.93,3.3775,tier_2,6,6,20,6,50
gpt_5_2,gain_watch_trust,20260399,3,1,3,0,3.2,3.5,4.6571,3.615,3.74,3.2,3.615,3.743,tier_2,7,7,19,7,50
gpt_5_2,gain_watch_trust,20260399,3,2,13,0,3.1111,3.7,4.6571,3.5567,3.76,3.1111,3.5567,3.7562,tier_2,5,5,11,5,50
gpt_5_2,gain_watch_trust,20260399,3,3,23,0,3.8667,2.9273,4.6571,3.4655,3.73,3.8667,3.4655,3.7291,tier_2,7,7,33,7,50
gpt_5_2,gain_watch_trust,20260399,3,4,33,1,4.4333,2.58,4.3238,3.5624,3.72,3.6333,2.9624,3.3749,tier_2,6,6,20,6,22
gpt_5_2,gain_watch_trust,20260399,3,5,43,0,3.4222,3.4455,4.5798,3.8697,3.83,3.4222,3.8697,3.8293,tier_2,6,6,43,6,50
gpt_5_2,gain_watch_trust,20260496,5,1,5,0,3.4667,2.3667,4.5905,3.0067,3.36,3.4667,3.0067,3.3576,tier_2,6,6,18,6,50
gpt_5_2,gain_watch_trust,20260496,5,2,15,0,3.5111,2.85,4.6571,3.4225,3.61,3.5111,3.4225,3.6102,tier_2,5,5,13,5,50
gpt_5_2,gain_watch_trust,20260496,5,3,25,0,3.6,2.5182,4.5905,3.0667,3.44,3.6,3.0667,3.4438,tier_2,6,6,18,6,50
gpt_5_2,gain_watch_trust,20260496,5,4,35,0,3.5444,2.8,4.5905,3.3922,3.58,3.5444,3.3922,3.5818,tier_2,9,9,43,9,50
gpt_5_2,gain_watch_trust,20260496,5,5,45,0,2.9333,3.9,4.7905,4.0767,3.93,2.9333,4.0767,3.9251,tier_2,6,6,,6,50
gpt_5_2,gain_watch_trust,20260593,7,1,7,0,3.4222,3.18,4.5905,3.6267,3.7,3.4222,3.6267,3.7048,tier_2,7,7,20,7,50
gpt_5_2,gain_watch_trust,20260593,7,2,17,0,2.7556,3.7,4.7238,3.6033,3.7,2.7556,3.6033,3.6957,tier_2,5,5,,5,50
gpt_5_2,gain_watch_trust,20260593,7,3,27,0,3.7333,2.6,4.6571,3.13,3.53,3.7333,3.13,3.5301,tier_2,6,6,17,6,50
gpt_5_2,gain_watch_trust,20260593,7,4,37,0,3.1111,3.0,4.6571,3.325,3.52,3.1111,3.325,3.5233,tier_2,6,6,25,6,50
gpt_5_2,gain_watch_trust,20260593,7,5,47,1,4.4778,3.1143,4.5111,4.1723,4.07,3.6778,3.5723,3.7189,tier_2,6,6,19,6,46
gpt_5_2,gain_watch_trust,20260690,9,1,9,1,4.3889,2.7,4.6667,3.7126,3.87,3.5889,3.1126,3.517,tier_2,6,6,20,6,41
gpt_5_2,gain_watch_trust,20260690,9,2,19,0,3.7333,3.6,4.7905,4.2367,4.09,3.7333,4.2367,4.0901,tier_2,6,6,36,6,50
gpt_5_2,gain_watch_trust,20260690,9,3,29,0,3.7333,2.4,4.8,3.13,3.52,3.7333,3.13,3.5158,tier_2,8,8,18,8,50
gpt_5_2,gain_watch_trust,20260690,9,4,39,0,3.4222,3.2,4.8,3.3633,3.7,3.4222,3.3633,3.6964,tier_2,7,7,31,9,50
gpt_5_2,gain_watch_trust,20260690,9,5,49,0,3.0667,3.0,4.8,3.1633,3.51,3.0667,3.1633,3.5075,tier_2,5,5,,5,50
gpt_5_2,identify_marked_contact,20260302,2,1,2,1,5.0,3.7,4.381,4.6455,4.43,4.6,4.0455,4.1816,tier_2,10,19,,10,33
gpt_5_2,identify_marked_contact,20260302,2,2,12,1,5.0,3.4,4.5143,4.5254,4.36,4.6,3.9254,4.1099,tier_2,7,,,7,38
gpt_5_2,identify_marked_contact,20260302,2,3,22,1,5.0,4.0,4.6571,5.0,4.66,4.6,4.4131,4.4176,tier_2,5,38,,5,47
gpt_5_2,identify_marked_contact,20260302,2,4,32,1,5.0,3.7,4.5905,4.85,4.54,5.0,4.25,4.3851,tier_2,5,,,5,36
gpt_5_2,identify_marked_contact,20260302,2,5,42,1,5.0,3.7,4.7238,4.9167,4.59,4.6,4.3167,4.3351,tier_2,7,,,7,40
gpt_5_2,identify_marked_contact,20260399,4,1,4,1,5.0,3.7,4.6571,4.9537,4.58,5.0,4.3537,4.4277,tier_2,5,24,,5,41
gpt_5_2,identify_marked_contact,20260399,4,2,14,1,5.0,2.5,4.1905,3.8262,3.88,5.0,3.2262,3.7292,tier_2,7,,,7,21
gpt_5_2,identify_marked_contact,20260399,4,3,24,1,5.0,4.2,4.7905,5.0,4.75,5.0,4.7252,4.6789,tier_2,6,25,,6,47
gpt_5_2,identify_marked_contact,20260399,4,4,34,1,5.0,3.4,4.6571,4.6395,4.42,5.0,4.0395,4.2742,tier_2,6,,,6,38
gpt_5_2,identify_marked_contact,20260399,4,5,44,1,5.0,3.1,4.0905,4.225,4.1,5.0,3.625,3.9539,tier_2,6,24,,6,24
gpt_5_2,identify_marked_contact,20260496,6,1,6,0,2.95,3.36,4.6571,3.795,3.69,2.95,3.795,3.6905,tier_2,5,,,5,50
gpt_5_2,identify_marked_contact,20260496,6,2,16,1,5.0,3.7,4.7238,4.9973,4.61,5.0,4.3973,4.4553,tier_2,6,25,,6,43
gpt_5_2,identify_marked_contact,20260496,6,3,26,0,2.8,3.16,4.6571,3.8133,3.61,2.8,3.8133,3.6076,tier_2,5,,,5,50
gpt_5_2,identify_marked_contact,20260496,6,4,36,1,5.0,3.4,4.7238,4.5417,4.42,4.6,3.9417,4.1664,tier_2,15,,,15,40
gpt_5_2,identify_marked_contact,20260496,6,5,46,0,2.8,3.46,4.7238,4.1667,3.79,2.8,4.1667,3.7876,tier_2,8,8,,8,50
gpt_5_2,identify_marked_contact,20260593,8,1,8,0,2.0,3.1,4.5131,3.325,3.23,2.0,3.325,3.2345,tier_2,7,45,,7,50
gpt_5_2,identify_marked_contact,20260593,8,2,18,0,2.0,3.1,4.5905,3.2217,3.23,2.0,3.2217,3.228,tier_2,4,44,,4,50
gpt_5_2,identify_marked_contact,20260593,8,3,28,1,5.0,3.7,4.6571,4.7863,4.54,4.6,4.1863,4.2859,tier_2,9,,,9,34
gpt_5_2,identify_marked_contact,20260593,8,4,38,0,2.0,3.5,4.6667,3.6456,3.45,2.0,3.6456,3.4531,tier_2,6,31,,6,50
